12,intelligence intercepts,of,officials
12,officials,within,Ministry of Foreign Affairs
12,Japanese Prime Minister Shinzo Abe,to,Washington DC
12,plan to reduce carbon emissions,might be opposed by,Bush administration
12,National Security Agency,was aware of,plan not to inform the United States
13,Japanese Prime Minister Shinzo Abe,visits,Washington
13,METI,has pushed,three principles
13,three principles,include,technical development
13,three principles,include,energy conservation
13,three principles,include,nuclear energy
13,METI,wants,participation of all countries
13,Abe initiative,will be announced,in late May
13,MFA,was considering,not informing the US
13,MFA,did not expect,Washington to approve of such a goal
13,US reaction,is based on,climate change issues
13,Abe,will state,the goal at the bilateral summit
13,Abe,will notify,the United States
14,Tokyo,has,climate change officials
14,Japanese climate change officials,plan to continue promoting,sectoral approach
14,Japanese climate change officials,face criticism from,international energy agency
14,International Energy Agency,warned,Japanese
14,Fatih Birol,is,chief economist of the IEA
14,Sectoral approach,is not yet understood by,Tokyo
14,Masakazu Toyoda,expressed frustration at,criticism
14,Sectoral approach,is designed to get,China
14,Sectoral approach,is designed to get,India
14,Sectoral approach,is designed to get,US
14,Sectoral approach,allows,developed countries
14,Sectoral approach,will not result in,economic or industrial loss
14,Japanese official,thinks that,Europeans may find it difficult to implement sectoral approach
14,Electricity sector,is subject to,emissions trading scheme
14,Toyoda,claimed that,businesses from several sectors are threatening to cease operations
14,Businesses from several sectors,include,steel
14,Businesses from several sectors,include,aluminum
14,Businesses from several sectors,include,cement
14,Businesses from several sectors,include,petroleum
14,ETS,continues as is,businesses threatening to cease operations
15,intelligence intercepts,of,officials within the Japanese government
15,Japanese government,before,2008 G8 summit
15,2008 G8 summit,held in,Lake Toya
15,Lake Toya,in,Japan
15,report,observes,widespread impetus within the Japanese government
15,Japanese government,involving,multiple ministries
15,Japanese leadership,at,G8 summit
15,G8 summit,on,policy to combat climate change
15,policy to combat climate change,focusing on,Japanese initiative
15,Japanese initiative,towards,sectoral approach to reducing carbon emissions
15,report,marked for sharing with,United States
15,report,marked for sharing with,Five Eyes intelligence partners
15,Five Eyes intelligence partners,include,Australia
15,Five Eyes intelligence partners,include,Canada
15,Five Eyes intelligence partners,include,Great Britain
15,Five Eyes intelligence partners,include,New Zealand
15,Japanese leadership,working to narrow down,climate change goals
15,climate change goals,for,G8 summit
15,Japanese officials,from,Ministry of Foreign Affairs
15,Japanese officials,from,Ministry of Finance
15,Japanese officials,from,Ministry of Environment
15,Japanese officials,briefed,Chief Cabinet Secretary Nobutaka Machimura
15,Japanese officials,on,environmental goals
15,environmental goals,they believe Japan should work toward achieving,G8 summit
15,G8 summit,at,Lake Toya
15,Japan,seeking to demonstrate,leadership in the environmental sector
15,Japan,may announce,domestic emissions reduction goals
15,domestic emissions reduction goals,prior to,the meeting
16,Japanese,strive to avoid damage to,US relations
16,MAFF,was alarmed by,US Department of Agriculture
16,Tokyo,ruling that imports could not commence until,end of this month
16,MAFF inspector,expected to conclude,pilot program involving inspections in the US Pacific Northwest
16,MAFF,considering to admit to,Washington
16,US,be notified that,imports could begin as soon as onsite inspection is confirmed
16,Japanese,fear that the issue will become,similarly politicized
16,Japanese,concerned about,senior levels in Washington
17,national security agency,produced,2009 report
17,2009 report,derived from,intelligence intercepts
17,intelligence intercepts,involved,officials
17,officials,belong to,japanese ministry of agriculture forestry and fisheries
17,national security agency,knew of,options under consideration
17,options under consideration,related to,bilateral relations
17,bilateral relations,concerned with,trade dispute
17,trade dispute,involves,import of us cherries
17,options being discussed,include,use of back channels
17,use of back channels,to share,information with washington
17,main japanese incentive,is,avoidance of politicization
17,politicization,of,trade issue
17,trade issue,in,washington
18,Pristina Airport,was entrusted to,Civil Administration Pillar II of UNMIK
18,Doti Official 1,was later known as,Transport Sector of UNMIK Directorate of Infrastructure Affairs
18,Doti Official 1,left,UNMIK
18,Doti Official 2,was recruited by,Doti
18,Doti Official 2,was in charge of,Airport Operations
18,Doti Official 2,reported to,Doti Official 1
18,Engineering expertise,was provided by,Engineers seconded from Armed Forces of a United Nations Member State
18,Airport Engineer 1,was part of,Engineering expertise
18,Airport Engineer 2,was part of,Engineering expertise
18,Airport Engineer 3,was part of,Engineering expertise
18,Consultant,was from,Consulting Firm
18,Responsibility for the administration of the airport,passed from,Pillar II
18,Divisional Manager,was appointed at,Airport Sector KTA
18,Divisional Manager,had under him,PEAP Official
18,Pristina International Airport,was handed over to,Civilian Jurisdiction
18,Civilian Jurisdiction,was under,ICAO Regulations
19,investigation,conducted pursuant to,executive decision no 200316
19,executive decision no 200316,established,investigation task force
19,itf investigators,conducted,enquiry
19,enquiry,into,allegations
19,allegations,raised by,interviews
19,interviews,with,persons indicated to be witnesses
19,interviews,with,persons potentially implicated
19,documents,obtained from,pristina airport administration
19,documents,obtained from,pillar iv
19,documents,analysed for relevance to,inquiry
19,report,details,findings
19,pristina international airport,constitutes,state owned enterprise
19,pristina international airport,under,yugoslavian law
19,assets of the airport,include,runways
19,assets of the airport,include,terminal buildings
19,assets of the airport,include,hanger
19,assets of the airport,include,fuel storage facilities
19,assets of the airport,include,equipment
19,public enterprise airport pristina,maintained by,military units of the kosovo force
19,military units of the kosovo force,pursuant to,united nations security council resolution 1244
19,unmik,mandated to administer,territory of kosovo
19,unmik,includes,state owned and publicly owned assets
19,state owned and publicly owned assets,includes,pristina international airport
20,eu,engaged in,strategy sessions
20,eu,aimed at,common handling policy
20,eu,dealing with,potential us moves
20,japan,engaged in,strategy sessions
20,japan,aimed at,common handling policy
20,japan,dealing with,potential us moves
20,brussels,has conviction,great care must be taken
20,tokyo,has conviction,great care must be taken
20,japanese reporting,indicates,great care must be taken
20,toshiakatsu matsuoka,pondered with,marianne fischerboel
20,marianne fischerboel,pondered with,toshiakatsu matsuoka
20,eu,proposed,17 billion mark
20,us,supports at,17 billion mark
20,eu,judged,17 billion mark
20,brussels,put on table,market access
20,brussels,put on table,last july
20,fischerboel,indicated,14 to 15 billion
20,fischerboel,indicated,eu concerns
20,washington,may be headed for,showdown with developing countries
20,eu,may be willing to go lower than,8 percent
20,eu,may be willing to go as low as,4 to 5 percent
20,borchardt,tried to allay,japanese fears
20,eu,might try again to enter into,bilateral underthetable deal
20,eu,learned its lesson with respect to,backdoor actions
20,cancun,happened in,2003
21,Angela Merkel,attended,22 October meeting
21,Nicolas Sarkozy,attended,22 October meeting
21,Silvio Berlusconi,attended,22 October meeting
21,Valentino Valentini,described,22 October meeting
21,22 October meeting,was described as,tense and very harsh
21,Angela Merkel,pressured,Silvio Berlusconi
21,Nicolas Sarkozy,pressured,Silvio Berlusconi
21,Silvio Berlusconi,must make decisions,financial institutions
21,Herman Van Rompuy,urged,Italy
21,Herman Van Rompuy,indicated,24th
21,Italy,is weighed down with,enormous debt
21,Italy,is struggling with,low productivity
21,Italy,is showing,little dynamism
21,Spain,is the model,Italy
22,Israel,has reached out to,Europe
22,Europe,includes,Italy
22,Israel,has relations with,United States
22,Silvio Berlusconi,is,Italian Prime Minister
22,Binyamin Netanyahu,is,Israeli Prime Minister
22,Netanyahu,insisted that,trigger for the dispute
22,Israel,decided to build,1600 homes in contested East Jerusalem
22,Golda Meir,was,administration leader
22,Netanyahu,blamed,government official
22,Netanyahu,said,objective is to keep Palestinians from using issue
22,Palestinians,could risk,sinking peace negotiations
22,Israeli officials,believed that,tiff goes far beyond construction plans
23,Japan,preparing for,G8 Summit
23,Japan,role,Chairman of the G8 Summit
23,Germany,believes that,crucial issue at the summit
23,US,accept,going beyond Heiligendamm
23,Emerging countries,accept,numerical targets
23,Leaders from 16 countries,discuss,climate change
23,Germany,likely give up,25 to 45 percent midterm carbon dioxide reduction
23,Emerging economies,willing to go beyond,Bali language
23,G8,lead to,clash at the summit
24,EU,maintains,leadership role
24,EU,combating,climate change
24,EU summit,will impact on,UN conference on climate change
24,UN conference on climate change,in,Poznan
24,Poznan,related to,2009 Copenhagen talks
24,new US administration,will have,engaging and proactive attitude
24,EU,create,conditions necessary
24,conditions necessary,for,meaningful deal
24,Poznan conference,to be,important
24,Angela Merkel,encouraged,EU leaders
24,Angela Merkel,was optimistic,EU summit
24,EU summit,would come to,agreement
24,Angela Merkel,acknowledged,tough issue
24,tough issue,would involve,carbon dioxide trading
24,minisummit,to involve,new US administration
24,Angela Merkel,believed,climate change issue
24,climate change issue,should be discussed at,heads of state level
25,non staff member 1,provided statements to,itf investigators
25,non staff member 1,went to,restaurant 1
25,restaurant 1,is located in,hajvali
25,non staff member 1,was greeted by,security official
25,security official,is,official 1
25,non staff member 1,saw,another person
25,another person,was seeking,employment route
25,non staff member 1,handed,500000
25,non staff member 1,was requested to sign,three different coloured books
25,three different coloured books,entitled,airport staff
25,non staff member 1,would be contacted by,telephone
25,telephone,is about,details of future employment
25,details of future employment,at,pristina airport
26,non staff member 1,provided statements to,itf investigators
26,non staff member 1,was aware of,another case of kickbacks for pristina airport employment
26,non staff member 1,is the owner of,a hamburgersandwich standrestaurant
26,kps officer 2,requested information in relation to,non staff member 4
26,non staff member 5,is the wife of,kps officer 2
26,non staff member 5,met,non staff member 4
26,non staff member 5,was purchasing,airport uniforms
26,non staff member 4,had important contacts at,pristina airport
26,non staff member 4,was asked by,non staff member 5
26,non staff member 4,allegedly replied to,non staff member 5
27,non staff member 1,provided statements to,itf investigators
27,non staff member 1,alleges to have visited,official 1
27,official 1,is at,pristina airport
27,non staff member 1,asked how to obtain employment at,pristina airport
27,official 1,replied that this was possible but only via,payment of a considerable amount of money
27,non staff member 1,was aware that,non staff member 2
27,non staff member 1,was aware that,non staff member 3
27,non staff member 2,paid,700000
27,non staff member 3,paid,700000
27,non staff member 2,paid to,official 1
27,non staff member 3,paid to,official 1
27,non staff member 2,hoped to receive,employment at pristina airport
27,non staff member 3,hoped to receive,employment at pristina airport
28,non staff member 1,provided statements to,itf investigators
28,non staff member 1,told,itf
28,non staff member 1,was called by,official 2s secretary
28,non staff member 1,gave,100000
28,official 2s secretary,was present with,official 1
28,official 1,was having dinner with,his daughter
28,official 1,was having dinner at,the same mentioned restaurant
28,non staff member 1,was requested to pay,225
28,non staff member 1,was requested to pay,190
28,non staff member 1,stated that,pristina airport staff were present
28,pristina airport staff,included,security official a
28,pristina airport staff,included,secretary official 2
28,pristina airport staff,included,xray official
28,pristina airport staff,included,official 1
28,pristina airport staff,included,official 2s secretary
28,pristina airport staff,included,official 3
28,pristina airport staff,included,official 4
28,pristina airport staff,included,one person who only spoke english
28,one person who only spoke english,may have been,official 5
28,non staff member 1,was congratulated by,the others
28,the others,were attempting to demonstrate to,non staff member 1
28,the others,were in contact with,the competent person
29,Kosovo Trust Agency,has,Internal Audit Unit
29,Internal Audit Unit,created,Internal Memorandum
29,Internal Memorandum,described,audit of procurement of staff uniforms
29,Pristina Airport,raised concerns,cancellation of competitive tender
29,Pristina Airport,issued,single source contract for summer uniforms
29,Vendor 1,competed for,tender
29,Vendor 1,was awarded,single source contract
29,Vendor 1 Manager,alleged,existence of rumors
29,Vendor 1 Manager,identified intention to seek,legal action against Procurement Officer 1
29,Procurement Officer 1,was allegedly bribed by,Vendor 2
29,Vendor 1 Manager,made utterances to,Procurement Officer 1
29,ITF,commenced,inquiry into allegations
29,ITF,provides,summary of the case
29,Procurement Officer 1,interpreted utterances as,threat
30,Kosovo Trust Agency,has,Internal Audit Unit
30,Internal Audit Unit,issued,Internal Memorandum
30,Internal Memorandum,described,audit of procurement of staff uniforms
30,Pristina Airport,raised concerns,cancellation of competitive tender
30,Pristina Airport,has reference no,PEAPCGUAS190504
30,Pristina Airport,issued,single source contract
30,Single Source Contract,for,summer uniforms
30,Single Source Contract,for,new staff
30,Internal Audit Unit,referenced,letter of complaint
30,Vendor 1,competed for,tender
30,Vendor 1,was awarded,single source contract
30,Vendor 1 Manager,alleged,existence of rumors
30,Vendor 1 Manager,identified,intention to seek legal action
30,Procurement Officer 1,was allegedly bribed by,Vendor 2
30,Vendor 1 Manager,made utterances to,Procurement Officer 1
30,Procurement Officer 1,interpreted utterances as,threat
30,ITF,commenced,inquiry into allegations
30,ITF,provides,summary of the case
31,investigation task force,provided with,copy of a letter
31,cargo manager,sent,letter
31,cargo manager,of,airline
31,staff member,of,public enterprise airport pristina
31,cargo manager,referred to,problems
31,problems,relative to,invoice
31,invoice,issued by,cargo department of pristina airport
31,cargo department of pristina airport,for,handling of outgoing mail
31,outgoing mail,of,member states kfor
31,pristina airport staff,could not locate,record of invoice
31,record of invoice,in,airports financial records
31,commission of fraud,on the part of,staff in the cargo department
31,staff in the cargo department,was,suspected
32,Pristina Airport,is the cargo handling agent for,airline
32,airline,is the member states,KFOR
32,Pristina Airport,collects mail handling revenues on behalf of,airline
32,airline,has issues identified in the letter by,airline cargo manager
32,invoice,had been incorrectly sent to,member states KFOR
32,invoice,instead of their agent,airline
33,idoios,requested,dra logistics officer 2
33,dra logistics officer 2,reviewed,each individual bid
33,dra logistics officer 2,explained,hisher annotations
33,dra logistics officer 2,pointed out,vendor 4
33,dra logistics officer 2,pointed out,vendor 5
33,dra logistics officer 2,pointed out,vendor 6
33,vendor 6,offered,gotive h41 ib model
33,vendor 4,offered,gotive h41 model
33,vendor 5,offered,gotive h41 model
33,dra logistics officer 2,found out,gotive h41 ib model did not substantially differ from gotive h41 model
33,dra logistics officer 2,stated,gotive h41 model complied with all requirements
33,gotive h41 model,laid out in,technical specifications
33,gotive h41 model,was protected against,environmental impact
33,dra logistics officer 2,mentioned,pda model offered by vendor 1
33,pda model offered by vendor 1,was not,rugged pda
33,pda model offered by vendor 1,did not comply with,ip54 protection standards
33,vendor 1,appeared to be,lowest bidder
33,vendor 1,offered,largest number of pdas
33,vendor 1,did not comply with,technical specifications
33,members of the evaluation panel,did not shortlist,vendor 1
34,dra logistics officer 2,stated,evaluation panel
34,dra,advised,them
34,them,to monitor,technical specifications
34,them,to focus,section vii of the bidding documents
34,section vii of the bidding documents,has,obligatory requirements
34,obligatory requirements,to be fulfilled by,bidders
34,dra logistics officer 2,highlighted,criteria of afterwarranty repair service
34,criteria of afterwarranty repair service,located within,kosovo
34,repair or replacement,within,five working days
34,existing regulations,in,kosovo
34,existing regulations,concerns,notification registration and recording of information
34,notification registration and recording of information,concerning,movement of animals
34,movement of animals,within,five days of the movement
34,pda device,used for,communication of such data
34,pda device,broke down,farmers and veterinarians
34,farmers and veterinarians,would run the risk of,not complying with the law
35,vendor 1,was not selected by,evaluation panel
35,evaluation panel,recommended,vendor 4
35,evaluation panel,examined,bid documents
35,bid documents,were submitted by,six prequalified bidders
35,evaluation panel,made comments and annotations on,table
35,table,was provided by,dra logistics officer
35,evaluation panel,relied heavily on,dra logistics officer 2
35,dra logistics officer 2,was responsible for,evaluation of technical features
35,dra logistics officer 2,told,idoios
35,handwritten entries,were based on,discussions of the entire evaluation panel
35,dra logistics officer 2,independently verified,product offered by each bidder
35,product offered by each bidder,did possess,declared features
35,technical data,was checked with,product datasheet and brochures
36,complainant,raised,two main issues
36,vendor 1,submitted,the lowest bid
36,vendor 1,offered,the most number of devices
36,vendor 1,offered,the ceiling price
36,two other bidders,offered,the same product
36,two other bidders,offered,a lower price
36,two other bidders,had not been selected,the winning bidder
36,preliminary report,identified,these issues
36,idoios investigators,reviewed,all eight bids
36,dra logistics officer 1,disqualified,vendor 2
36,dra logistics officer 1,disqualified,vendor 3
36,vendor 2,bid was,not substantially responsive
36,vendor 3,bid was,not substantially responsive
36,vendor 2,did not include,taxes
36,vendor 2,exceeded,the ceiling of 135000
36,vendor 3,did not include,its yearly maintenance surcharge fee
36,vendor 3,caused,its bid to exceed the stated price ceiling
37,ear consultant,prepared,technical specifications
37,technical specifications,based on,proposal
37,proposal,in,spuveseks inception report
37,dra,launched,initial tender
37,initial tender,for,pdas
37,pdas,inclusive of,hardware and software
37,bids submitted,exceeded,amount set aside
37,amount set aside,for,purchase of the pdas
37,tender,based on,advice from central procurement entity
37,central procurement entity,cpe,second tender
37,second tender,for,purchase of required pdas
37,dra,provided,bidders with price ceiling
37,price ceiling,of,135000
37,bidders,state,number of devices
37,number of devices,in total,company could offer
37,deadline,for,submission of bids
37,dra,received,eight bids
37,complainant,told,idoios
37,bid opening process,occurred,without incident
37,bid opening process,in accordance with,correct procedural requirements
38,investigation,confirms,evidence
38,vendor 1,offered,pdas
38,pdas,conform to,technical specifications
38,complainant,offered,largest number of pdas
38,pdas,were not appropriate for,designated use
38,bid documents,set forth in,designated use
38,idoios,determined,procurement exercise
38,procurement exercise,was conducted in accordance with,un financial rules and regulations
38,un financial rules and regulations,governing,procurement
38,unmiks finance administrative instruction 21999,on,public procurements
38,public procurements,using,kcb funds
38,idoios,makes,recommendation
38,unmik,take note of,idoios findings and conclusions
38,unmik,advise,dra staff members
38,dra staff members,includes,dra employee 2
38,dra staff members,includes,dra logistics officer 1
38,investigation,result of,idoios findings
39,internal pillar ii review,highlighted,possible irregularities
39,internal pillar ii review,conducted by,policy review and internal oversight unit prio
39,policy review and internal oversight unit prio,provided,report
39,report,was provided to,idoios
39,idoios,investigated,entire tender process
39,entire tender process,determined whether,violations of un rules
39,directorate of rural affairs dra,is located within,unmik civil administration pillar ii
39,directorate of rural affairs dra,comprises,veterinary services
39,directorate of rural affairs dra,comprises,veterinary border control
39,directorate of rural affairs dra,comprises,phytosanitary border control
39,directorate of rural affairs dra,comprises,public forests
39,directorate of rural affairs dra,remains,reserved area under security council resolution 1244
39,staff,are,united nations staff members
39,staff,subject to,un rules and regulations
39,directorate of rural affairs dra,undertakes,own procurement for all divisions within the dra
40,preliminary prio report,contains,price estimates
40,price estimates,stated in,ear consultants inception report
40,ear consultants inception report,showed,five different pda models
40,five different pda models,have,integrated scanner capabilities
40,prices of the pda models,ranged from,usd 32338
40,prices of the pda models,ranged to,usd 81830
40,idoios,adduced,initial estimates
40,initial estimates,were of,regular pdas
40,regular pdas,not,more rugged pdas
40,more rugged pdas,specified in,technical specifications
40,technical specifications,required for use by,veterinarians
40,veterinarians,working in,inclement weather conditions
40,idoios,found,estimates
40,estimates,were obtained from,internet
40,estimates,did not include,features
40,features,that would make it,technically appropriate
40,technical specifications,prepared by,ear consultant
40,ear consultant,envisaged,more rugged durable product
40,more rugged durable product,would be,water dust and drop resistant
40,price per unit of rugged pdas,is higher than,initial estimate
40,initial estimate,made in,inception report
40,idoios,verified,this
40,this,through,internet research
41,itf,conducted,investigation
41,prishtina airport management,failed to perform,duties
41,duties,in accordance with,general principles
41,assets,allocated to,atcs
41,kta,allocated,assets
41,atcs,was inadequately documented,use of assets
41,performance of the atcs finance office,was,unsatisfactory
41,poor performance,caused,financial damage
41,financial damage,to,unmik pillar 4 kta
41,work of the atcs finance office,was under,direct supervision
41,atcs finance office,was under direct supervision of,atcs official
41,oversight responsibility,was in the hands of,division manager
41,division manager,failed to perform,duties
41,duties,according to,expected standards
41,atcs official,failed to promote,best interest of unmik pillar 4 kta
41,unmik pillar 4 kta,as,employer
42,itf,obtained,documentation
42,documentation,shows,atcs management
42,atcs management,failed to introduce,rules and regulations
42,rules and regulations,guarantee,proper use of allocated funds
42,documentation,provided,process
42,cash withdrawals,used for,training opportunities
42,employees,attended,courses
42,courses,in,italy
42,courses,in,canada
42,courses,in,united kingdom
42,cash advances,related to,atcs officials travel
42,necessity,of,frequent travel
42,atcs official,remains,questionable
42,documentation,does not provide,proof
42,atcs officials travel,was,business related
42,atcs officials travel,was,justified
43,atcs official,stated,2002
43,atcs official,hired,finance officer 1
43,atcs official,hired,finance officer 2
43,finance officer 1,had,educational background
43,finance officer 1,had,professional experience
43,finance officer 2,had,educational background
43,finance officer 2,had,professional experience
43,atcs official,was sure,atcs money
43,atcs money,was spent,requests
43,atcs official,accepted,documentation
43,documentation,was,poor
43,documentation,was,unacceptable
43,atcs official,agreed,staff
43,staff,were,diligent
43,staff,were,deficient
43,atcs official,indicated,staff
43,atcs official,trusted,staff
43,staff,were,professional
43,atcs official,realized,effort
43,atcs official,should have devoted,supervision
44,atcs official,indicated,superiors
44,superiors,approved,bills
44,bills,were in,petty cash binders
44,petty cash binders,included,52500 present for international staff
44,petty cash binders,included,41000 present for official 3
44,petty cash binders,included,nokia 8850
44,petty cash binders,included,91800 palm organizer for the atcs official
44,petty cash binders,included,official 3
44,petty cash binders,included,117600 recharging scratch cards
44,petty cash binders,included,vala 900
44,petty cash binders,included,202352
44,petty cash binders,included,12588
44,petty cash binders,included,96000 payment for mobile phone
44,petty cash binders,included,94000 rent a car for head of department
44,atcs official,stated,presents purchased from petty cash
44,presents purchased from petty cash,were,approved
